,month_of_crash,day_of_week,hour_of_crash,manner_of_collision,light_condition,land_use,latitude,longitude,atmospheric_conditions_1,number_of_drunk_drivers,number_of_fatalities
28207,9,5,20,0,3,2,33.53861389,-112.09817778,1,0,1
28208,6,3,21,0,3,2,33.52558889,-112.1343,1,0,1
28209,11,1,17,0,5,2,34.199925,-118.87056389,1,0,1
28210,6,3,22,0,3,2,32.1654,-110.96818056,1,0,1
28211,11,5,22,0,3,2,32.27203889,-110.9919,1,0,1
28212,2,5,20,0,3,2,37.99824722,-121.81525833,1,0,1
28213,2,6,19,0,3,2,41.71268333,-85.97225278,1,0,1
28214,2,1,1,0,3,2,32.32718889,-86.34482222,1,0,1
28215,8,6,23,0,2,2,32.35565556,-90.17831667,1,0,2
28216,9,3,5,0,3,2,38.48146389,-121.47534444,1,0,1
28217,12,1,19,0,3,2,33.84861667,-118.159875,1,0,1
28218,8,1,7,0,1,2,40.70351111,-73.74055278,1,0,1
28219,6,3,1,0,2,2,35.35430278,-119.08110278,1,0,1
28220,10,7,22,0,3,2,35.09488889,-106.55064167,1,0,1
28221,9,6,19,0,3,2,33.61704722,-111.97798611,1,0,1
28222,2,2,23,0,3,2,39.32834444,-76.59504722,1,0,1
28223,10,5,19,0,3,2,33.70865833,-116.2406,1,0,1
28224,3,1,22,0,3,2,33.50328889,-111.90861667,1,0,1
28225,6,7,1,0,3,2,33.539975,-112.13432778,1,0,1
28226,10,2,5,0,3,2,33.745225,-117.90422222,1,0,1
28227,10,1,19,0,3,2,47.22620833,-122.40766667,1,0,1
28228,8,4,19,0,3,2,33.46654444,-111.987025,1,0,1
28229,2,1,3,0,3,2,32.02577222,-81.09877778,1,0,1
28230,5,3,15,0,1,2,33.50853889,-112.03034444,1,0,1
28231,11,3,14,0,1,2,46.21228889,-119.16545,1,0,1
28232,12,7,6,0,3,2,34.05642222,-118.23745556,1,0,1
28233,4,1,19,0,3,2,34.13556111,-116.05825833,1,1,1
28234,9,7,18,0,3,2,33.56580833,-112.09947222,1,0,1
28235,3,2,7,0,3,2,32.05335,-81.14401944,1,0,1
28236,9,5,20,0,3,2,33.64367222,-112.06555556,1,0,1
28237,6,5,12,0,1,2,26.02166944,-80.13925556,1,0,1
28238,4,7,19,0,5,2,28.43535278,-80.75951111,1,0,1
28239,2,5,19,0,5,2,26.24756111,-80.2182,1,0,1
28240,3,1,22,0,3,2,29.115,-82.07468889,1,1,1
28241,6,5,12,0,1,1,48.31521667,-116.52449167,1,0,1
28242,7,6,21,0,3,2,26.12115556,-80.19078056,1,1,1
28243,10,3,19,0,5,1,27.25898889,-82.51501111,1,0,1
28244,6,4,0,0,2,1,24.55728889,-81.802825,1,0,1
28245,3,7,20,0,3,2,27.97571667,-82.44428611,1,0,1
28246,11,1,3,0,3,2,26.34411667,-80.11988611,1,0,1
28247,3,7,2,0,3,2,25.93945,-80.16269167,1,0,1
28248,2,5,22,0,2,2,29.60071389,-81.22790833,1,0,2
28249,6,5,20,0,1,2,28.54585,-81.31164722,1,0,1
28250,3,1,16,0,1,2,27.96887222,-82.48278333,1,0,1
28251,5,2,16,0,1,2,26.2691,-81.75659722,1,0,1
28252,5,1,17,0,1,2,25.96356111,-80.16471944,1,0,1
28253,2,2,15,0,1,2,26.489575,-80.11090278,1,0,1
28254,3,4,13,0,1,2,26.162575,-80.31103611,1,0,1
28255,12,4,16,0,1,2,26.05823056,-80.28158611,1,0,1
28256,2,7,18,0,5,1,26.82005833,-80.29123056,1,0,1
28257,12,2,3,0,2,1,29.39728056,-81.6235,1,0,1
28258,2,4,10,0,1,2,28.22996111,-82.71093056,1,0,1
28259,12,4,22,0,3,2,27.75915833,-82.69977778,1,0,1
28260,2,3,23,0,2,1,28.79888889,-82.50833333,1,0,1
28261,2,4,13,0,1,2,41.74046667,-88.12795278,1,0,1
28262,1,3,14,0,1,2,41.77717222,-87.7031,1,0,1
28263,5,4,20,0,2,2,32.56055556,-117.06241944,1,0,1
28264,3,3,7,0,1,2,45.785275,-108.50698611,1,0,1
28265,10,2,20,0,3,2,38.54154722,-90.01695,1,0,1
28266,6,5,20,0,2,2,34.09215833,-117.28121389,1,0,1
28267,3,4,20,0,2,2,39.17872778,-119.72378889,1,0,1
28268,5,1,14,0,1,2,37.30475833,-120.49243889,1,0,1
28269,8,3,9,0,1,2,40.50500556,-88.97351111,1,0,1
28270,2,2,8,0,1,2,42.31286667,-122.87733611,1,0,1
28271,11,3,9,0,1,2,37.83844722,-122.29478056,1,0,1
28272,9,5,6,0,4,2,40.07176667,-82.97657222,1,0,1
28273,9,1,13,0,1,2,35.37530556,-119.03051667,1,0,1
28274,10,4,17,0,1,2,47.61199722,-122.20158056,1,0,1
28275,8,4,17,0,1,2,33.76911111,-84.44136944,1,0,1
28276,7,2,20,0,3,2,33.43719722,-112.15183889,1,0,1
28277,1,1,21,0,3,2,36.13641389,-115.27898889,1,0,1
28278,12,2,20,0,2,2,34.413325,-118.45712778,1,0,1
28279,12,3,20,0,3,2,36.05372222,-119.00815278,1,0,1
28280,12,2,18,0,3,2,33.79280556,-118.29746667,1,0,1
28281,6,3,21,0,3,2,37.555575,-121.97501944,1,0,1
28282,2,4,17,0,3,2,41.18834722,-73.15978611,1,0,1
28283,11,3,20,0,3,2,35.10166944,-106.53275,1,0,1
28284,5,2,20,0,3,2,35.32276111,-118.98542222,1,0,1
28285,1,4,19,0,3,2,33.98006111,-118.20629444,1,0,1
28286,8,6,21,0,3,2,35.99193056,-83.90056944,1,0,1
28287,12,4,4,0,3,2,33.88287778,-118.32653056,1,0,1
28288,11,5,21,0,3,2,37.52196111,-120.85811111,1,0,1
28289,7,4,2,0,3,2,40.68133056,-73.80431944,1,0,1
28290,10,6,5,0,2,2,42.34078056,-87.859775,1,0,1
28291,8,3,12,0,1,2,33.15888611,-117.34963333,1,0,1
28292,6,6,9,0,1,2,33.46599722,-112.12571389,1,0,1
28293,11,3,17,0,3,2,33.72943056,-116.21435278,1,0,1
28294,5,7,3,0,3,2,33.86201111,-117.82576111,1,0,1
28295,7,4,22,0,2,2,32.73855833,-117.04286111,1,0,1
28296,8,2,16,0,1,2,37.78756667,-122.40660833,1,0,1
28297,2,6,6,0,1,2,33.87435833,-118.19687778,1,0,1
28298,6,6,11,0,1,2,40.76500556,-73.82063611,1,0,1
28299,10,7,19,0,3,2,36.19053056,-86.74541111,1,0,1
28300,10,3,16,0,1,2,40.83630833,-73.85220556,1,0,1
28301,3,6,23,0,2,2,33.61094722,-114.55693889,1,0,1
28302,9,7,7,0,1,2,33.70036667,-116.19681667,1,0,2
28303,10,4,16,0,1,2,35.47875833,-97.586075,1,0,1
28304,2,1,17,0,1,2,32.70644444,-117.12521111,1,0,1
28305,9,1,19,0,1,2,40.87298611,-124.08531111,1,1,1
28306,9,4,9,0,1,2,47.62711944,-122.32596111,1,0,1
28307,1,5,13,0,1,2,40.60142778,-74.00149444,1,0,1
28308,8,5,8,0,1,2,36.733575,-120.04230833,1,0,1
28309,8,7,17,0,1,2,36.16077778,-95.94250556,1,0,1
28310,12,3,15,0,1,2,33.20155833,-117.24341667,1,0,1
28311,12,2,12,0,1,2,34.08029722,-117.31384722,1,0,1
28312,6,3,20,0,3,2,33.54198889,-112.11699444,1,0,1
28313,12,1,3,0,3,2,37.68543889,-97.42606111,1,0,1
28314,3,4,17,0,1,2,35.10767778,-89.93853889,1,0,1
28315,12,1,19,0,3,2,38.99066389,-94.48256389,1,0,1
28316,10,2,6,0,3,2,41.72285556,-86.28630833,1,0,1
28317,9,7,20,0,3,2,35.165775,-89.8437,1,0,1
28318,2,2,20,0,3,2,33.19636111,-117.27948333,1,0,1
28319,10,6,18,0,2,2,34.50138333,-117.19025833,1,0,1
28320,12,5,5,0,3,2,37.61736389,-122.06993611,1,0,1
28321,3,3,0,0,3,2,33.40417222,-112.04718333,1,0,1
28322,10,1,21,0,3,2,36.18696667,-115.12494167,1,0,1
28323,2,5,20,0,3,2,33.53457222,-112.11691389,1,0,1
28324,12,1,18,0,3,2,32.60216389,-117.06453333,1,1,1
28325,10,1,19,0,3,2,34.68945833,-118.13939722,1,0,1
28326,4,2,21,0,3,2,33.96363611,-118.30026667,1,0,1
28327,3,7,4,0,3,2,36.677325,-121.63958056,1,0,1
28328,1,4,8,0,1,2,39.27264722,-76.61393611,1,0,1
28329,3,2,7,0,1,2,42.99865833,-88.80618333,1,0,1
28330,3,7,6,0,1,2,33.729175,-116.26338611,1,0,1
28331,10,5,12,0,1,2,33.88970278,-118.11738333,1,0,1
28332,9,6,7,0,1,2,31.57591111,-84.09470833,1,0,1
28333,10,3,10,0,1,2,36.71331667,-121.65451944,1,0,1
28334,10,1,13,0,1,2,46.79661111,-92.09721944,1,0,1
28335,8,2,18,0,1,2,34.02554722,-118.33736389,1,0,1
28336,3,4,16,0,1,2,40.32664167,-111.69693889,1,0,1
28337,7,6,16,0,1,2,41.81058333,-87.66500278,1,0,1
28338,10,2,12,0,1,2,41.48528889,-87.325125,1,0,1
28339,1,1,20,0,3,2,33.46738056,-112.01290278,1,1,1
28340,8,3,5,0,1,2,40.82326111,-73.88278333,1,0,1
28341,12,1,17,0,3,2,38.02000278,-121.88102778,1,0,1
28342,12,6,17,0,3,2,42.03713889,-87.88980556,1,0,1
28343,11,3,22,0,3,2,40.73023333,-74.19650278,1,0,1
28344,8,1,20,0,3,2,34.36633333,-118.50752778,1,0,1
28345,1,7,20,0,3,2,40.74030278,-74.19243889,1,0,1
28346,2,4,18,0,3,2,33.53682222,-112.35625278,1,0,1
28347,9,4,14,0,1,1,31.18445,-85.235725,1,0,1
28348,6,2,10,0,1,2,38.00430278,-121.87915833,1,0,1
28349,4,3,20,0,3,2,33.38178889,-112.07327222,1,0,1
28350,2,2,18,0,3,2,41.58317222,-93.80385833,1,0,1
28351,12,7,15,0,1,1,41.66176389,-83.679025,1,0,1
28352,12,6,20,0,3,2,41.549575,-73.02209167,1,0,1
28353,10,3,6,0,3,2,35.77596111,-119.25696111,1,0,1
28354,11,3,18,0,3,2,34.69683333,-118.11263611,1,0,1
28355,11,1,3,0,3,2,40.68229722,-111.94819444,1,0,1
28356,11,4,17,0,1,2,36.70025556,-121.65200278,1,0,1
28357,5,1,1,0,2,2,33.49456111,-86.93093056,1,0,1
28358,8,3,21,0,3,2,40.84948611,-73.86346667,1,0,1
28359,12,5,20,0,3,2,34.04726667,-118.29538889,1,0,1
28360,4,1,21,0,3,2,38.70418333,-121.2712,1,0,1
28361,12,4,17,0,6,2,35.3201,-119.03899444,1,0,1
28362,2,5,18,0,3,2,33.81031667,-117.9809,1,0,1
28363,8,2,5,0,2,2,33.80063333,-117.00688333,1,0,1
28364,10,3,19,0,3,2,40.573475,-122.37796944,1,0,1
28365,12,4,17,0,3,2,34.10922778,-118.01716667,1,0,1
28366,3,4,19,0,3,2,35.21119722,-118.824225,1,0,1
28367,1,5,17,0,3,2,40.79399167,-73.97032222,1,0,1
28368,2,6,17,0,5,2,41.70589722,-87.72093056,1,0,1
28369,10,3,17,0,5,2,33.45141944,-112.13546389,1,0,1
28370,4,6,20,0,3,2,33.74877222,-117.90469167,1,0,1
28371,4,7,20,0,3,2,34.14624722,-118.24311944,1,0,1
28372,11,2,17,0,3,2,40.86618611,-73.88276667,1,0,1
28373,10,3,21,0,3,2,40.88533333,-74.38108611,1,0,1
28374,6,1,0,0,3,2,33.78261944,-118.16005556,1,0,1
28375,8,1,0,0,3,2,41.93779722,-87.82383333,1,0,1
28376,2,2,20,0,3,2,35.12423056,-120.62623333,1,0,1
28377,1,6,20,0,3,2,33.63940278,-117.92033611,1,0,1
28378,10,1,17,0,3,2,40.76292778,-73.83335,1,0,1
28379,11,5,19,0,6,2,32.97311944,-117.09295833,1,0,1
28380,9,6,19,0,5,2,34.15035,-118.412425,1,0,1
28381,2,1,3,0,3,2,34.04065556,-118.246825,1,0,1
28382,10,2,18,0,3,2,35.10782222,-90.06609722,1,0,1
28383,5,2,22,0,3,2,34.19377222,-118.58720556,1,0,1
28384,4,7,20,0,3,2,32.76972778,-117.18955556,1,0,1
28385,4,7,22,0,3,2,37.50209444,-122.27486111,1,1,1
28386,6,7,3,0,3,2,40.76966111,-73.98198889,1,0,1
28387,6,4,0,0,3,2,37.35214167,-121.83746667,1,0,1
28388,11,6,20,0,3,2,37.50730833,-120.861125,1,0,1
28389,3,1,0,0,3,2,41.75062222,-87.64404444,1,0,1
28390,1,3,17,0,1,2,33.44439722,-111.79206389,1,0,1
28391,5,6,13,0,1,2,34.1574,-118.25265278,1,0,1
28392,7,7,18,0,1,2,35.30344167,-119.11886944,1,0,1
28393,4,6,20,0,3,2,36.31294167,-119.31766389,1,0,1
28394,2,7,19,0,3,2,34.04665,-118.24270278,1,0,1
28395,1,5,19,0,3,2,41.96577778,-87.86636389,1,0,1
28396,3,7,21,0,3,2,33.98220278,-118.04205278,1,0,1
28397,4,6,19,0,3,2,36.91773889,-111.45848611,1,0,1
28398,5,4,20,0,3,2,33.95774722,-118.11826389,1,0,1
28399,2,2,21,0,3,2,43.02303889,-87.93298889,1,0,1
28400,7,6,2,0,3,2,44.99689722,-123.02664722,1,0,1
28401,11,4,17,0,3,2,37.95981667,-122.33903333,1,0,1
28402,9,4,22,0,3,2,38.01986111,-121.88115278,1,1,1
28403,9,5,6,0,3,2,40.59246111,-73.78906389,1,0,1
28404,12,5,18,0,3,2,32.95635556,-117.10990556,1,0,1
28405,10,1,20,0,3,2,33.46076667,-112.04766389,1,0,1
28406,3,3,7,0,1,2,34.25606944,-118.32138889,1,0,1
28407,4,7,8,0,1,1,41.691925,-83.61570833,1,0,1
28408,2,1,17,0,1,2,32.90801944,-117.14333056,1,1,1
28409,6,6,11,0,1,2,40.77494722,-73.95886111,1,0,1
28410,5,5,18,0,1,2,34.28495833,-118.48956389,1,0,1
28411,8,4,13,0,1,2,35.39079444,-96.92978333,1,0,1
28412,11,4,14,0,1,2,44.98461389,-93.11235278,1,0,1
28413,9,2,22,0,3,2,33.99751667,-117.86471944,1,0,1
28414,8,2,15,0,1,2,34.69080833,-118.14805,1,0,1
28415,11,3,17,0,3,2,41.56535833,-87.52961944,1,1,1
28416,2,2,18,0,3,2,38.57751111,-121.46462222,1,0,1
28417,11,3,1,0,3,2,38.70795,-90.22986389,1,0,1
28418,12,3,6,0,3,2,38.78024722,-90.701275,1,0,1
28419,8,2,20,0,3,2,34.12135556,-117.29305833,1,0,1
28420,7,2,22,0,3,2,39.75083333,-104.90347778,1,0,1
28421,1,1,0,0,3,2,33.52554444,-112.11691667,1,0,1
28422,12,7,6,0,3,2,33.39293889,-112.04733611,1,0,1
28423,8,7,19,0,5,2,34.25036944,-118.42912222,1,0,1
28424,12,6,17,0,3,2,41.31862222,-73.11408889,1,0,1
28425,11,5,18,0,3,2,41.89339722,-87.84800278,1,0,1
28426,10,2,22,0,2,2,36.77553056,-119.86235278,1,0,1
28427,9,3,5,0,2,2,39.75361111,-84.6325,1,0,1
28428,12,6,17,0,2,2,46.25622222,-119.16834444,1,0,1
28429,4,7,20,0,2,2,34.456975,-117.20768333,1,0,1
28430,3,6,23,0,2,2,42.26451667,-88.98954167,1,1,1
28431,2,2,0,0,2,2,34.0072,-117.41988333,1,0,1
28432,2,7,20,0,3,2,33.12285833,-117.06189167,1,0,1
28433,1,6,9,0,1,2,40.78412222,-73.84582778,1,0,1
28434,11,2,22,0,3,2,34.03537222,-118.44884444,1,0,1
28435,5,5,9,0,1,2,40.79348333,-74.23267222,1,0,1
28436,7,5,4,0,3,2,39.20626944,-86.53481667,1,0,1
28437,9,4,19,0,5,2,36.90783056,-121.76166389,1,0,1
28438,6,4,0,0,6,2,33.70033056,-116.193275,1,0,1
28439,3,7,18,0,2,2,41.76436944,-87.70355278,1,0,1
28440,8,2,11,0,1,2,38.99861944,-94.57120556,1,0,1
28441,11,2,1,0,3,2,33.98057778,-118.33451667,1,0,1
28442,12,6,18,0,2,2,32.64475,-83.61283056,1,0,1
28443,9,2,21,0,3,2,34.71400556,-86.62695833,1,1,1
28444,2,4,21,0,3,2,40.45911111,-86.11932222,1,1,1
28445,4,4,23,0,2,2,33.93408056,-118.4366,1,0,1
28446,5,7,21,0,2,2,33.19810556,-87.48073889,1,0,1
28447,3,2,6,0,2,2,33.92224444,-84.28111667,1,0,1
28448,1,7,0,0,2,2,35.31349444,-118.985425,1,0,1
28449,9,7,18,0,5,2,33.78125833,-118.15241944,1,0,1
28450,11,4,2,0,2,2,35.47879722,-97.61525278,1,0,1
28451,9,2,19,0,2,2,33.76302778,-116.95082778,1,0,1
28452,11,3,6,0,1,2,33.40684444,-112.038125,1,0,1
28453,2,1,2,0,2,2,34.12610556,-116.38740556,1,0,1
28454,6,5,11,0,1,2,33.73174167,-84.27700833,1,0,1
28455,5,4,23,0,2,1,47.34835833,-122.17608889,1,0,1
28456,2,5,21,0,3,2,33.636475,-117.60500556,1,0,1
28457,6,2,6,0,1,2,33.23045278,-117.31513333,1,1,1
28458,4,5,16,0,1,2,33.20904167,-117.35741667,1,1,1
28459,8,7,23,0,3,1,38.55670833,-90.28017222,1,0,1
28460,7,7,13,0,1,2,35.77295,-84.02125,1,0,1
28461,9,5,11,0,1,2,47.55854444,-122.678125,1,0,1
28462,3,7,23,0,3,2,33.86019167,-118.1527,1,0,1
28463,6,2,22,0,3,2,48.1191,-123.48334444,1,0,1
28464,9,3,19,0,5,2,40.81070278,-73.95450278,1,0,1
28465,8,7,22,0,3,2,33.85624444,-117.88227222,1,1,3
28466,12,4,18,0,3,2,33.90527222,-118.08506944,1,0,1
28467,1,4,14,0,1,2,33.52089167,-112.10825278,1,0,1
28468,11,7,17,0,2,2,41.65281667,-87.82987222,1,0,1
28469,6,6,21,0,5,2,39.749075,-121.85398056,1,1,1
28470,10,2,18,0,3,2,35.04282222,-90.07327778,1,0,1
28471,2,4,6,0,3,2,41.93427222,-87.64424722,1,0,1
28472,11,6,6,0,3,2,33.70219722,-116.19905278,1,0,1
28473,5,1,21,0,3,2,41.65237778,-83.51716667,1,0,1
28474,9,1,23,0,3,2,37.62255,-122.39600556,1,0,1
28475,11,2,19,0,3,2,35.39773611,-118.95080556,1,0,1
28476,2,4,18,0,6,2,36.76261389,-119.82742778,1,0,1
28477,10,5,18,0,2,2,33.74860833,-117.15408056,1,0,1
28478,1,7,17,0,5,2,37.52668611,-120.83985,1,0,1
28479,2,6,17,0,5,2,32.76010833,-117.24834444,1,1,1
28480,7,5,19,0,1,2,36.14094444,-95.96711944,1,0,1
28481,12,7,20,0,2,2,33.85473056,-117.28755556,1,0,1
28482,2,7,21,0,3,2,33.52386944,-112.200575,1,1,1
28483,11,2,18,0,3,2,34.42621944,-118.448025,1,0,1
28484,12,4,19,0,3,2,40.65109167,-73.88995833,1,0,1
28485,9,2,0,0,2,2,33.71140833,-84.27162222,1,0,1
28486,9,5,19,0,3,2,33.87466389,-118.18171667,1,0,1
28487,12,2,19,0,3,2,35.76713889,-119.24104167,1,0,1
28488,1,7,3,0,3,2,40.84756389,-73.929675,1,1,1
28489,9,3,6,0,3,2,34.0691,-84.29370833,1,0,1
28490,10,2,19,0,3,2,34.74909167,-86.645625,1,0,1
28491,9,7,13,0,1,2,39.00285,-94.54267222,1,0,1
28492,10,4,7,0,4,2,32.82600556,-83.67041667,1,0,1
28493,7,6,14,0,1,2,39.36303611,-76.60551389,1,0,1
28494,2,3,17,0,1,2,47.67776111,-117.24411389,1,1,1
28495,4,6,22,0,3,2,33.78166389,-117.90619167,1,0,1
28496,6,3,22,0,3,2,33.86620833,-117.91986667,1,0,1
28497,8,7,21,0,3,2,35.12161389,-120.62273056,1,0,1
28498,5,4,21,0,3,2,34.16898056,-118.13354444,1,0,1
28499,3,3,11,0,1,2,34.74266111,-86.60576944,1,0,1
28500,8,6,5,0,3,2,36.88393611,-119.74756389,1,0,1
28501,10,5,10,0,1,2,33.47573889,-86.82636111,1,0,1
28502,12,5,16,0,1,2,40.75718056,-74.41611944,1,0,1
28503,12,4,21,0,3,2,34.12729722,-118.05489444,1,1,1
28504,12,7,17,0,3,2,37.73136944,-122.45572222,1,0,1
28505,11,5,17,0,3,2,39.16722778,-119.76449722,1,0,1
28506,12,5,19,0,2,2,36.16062222,-95.85888333,1,0,1
28507,1,1,20,0,3,2,37.48685556,-122.22113333,1,0,1
28508,10,5,6,0,3,2,41.56589444,-93.6235,1,0,1
28509,6,7,21,0,6,2,33.476075,-112.23794444,1,0,1
28510,1,6,20,0,2,2,33.95282778,-116.50129722,1,0,1
28511,11,7,0,0,2,2,33.22455833,-87.54791389,1,0,1
28512,10,5,19,0,2,2,32.62905278,-85.46991389,1,0,1
28513,1,4,18,0,3,2,36.61885833,-121.91880556,1,0,1
28514,7,7,23,0,3,2,40.56339167,-73.89780556,1,0,1
28515,10,1,18,0,3,2,36.7938,-119.82057222,1,0,1
28516,9,5,20,0,3,2,33.68119167,-84.40281111,1,0,1
28517,10,2,19,0,3,2,34.38974444,-118.54745278,1,0,1
28518,7,1,20,0,3,2,33.55317778,-112.11001111,1,0,1
28519,9,6,23,0,3,2,43.10681944,-89.36387778,1,0,1
28520,4,2,22,0,3,2,37.70620833,-121.89325556,1,0,1
28521,11,2,20,0,3,2,35.06834722,-106.63266389,1,0,1
28522,5,5,5,0,4,2,38.63146944,-121.41265556,1,0,1
28523,12,5,18,0,3,2,33.48274167,-112.15163056,1,0,1
28524,1,7,19,0,3,2,33.587225,-111.88258889,1,0,1
28525,1,6,6,0,3,2,33.24375,-111.82386944,1,0,1
28526,4,7,14,0,7,2,34.1158,-117.27346944,1,0,1
28527,7,6,22,0,3,2,34.12131667,-117.27337778,1,0,1
28528,4,2,3,0,2,2,33.74739722,-84.39785,1,0,1
28529,6,7,20,0,2,2,32.27224167,-110.94133611,1,0,1
28530,2,4,18,0,2,2,34.02396944,-117.03880833,1,0,2
28531,9,1,1,0,2,2,41.52236111,-90.60622222,1,1,1
28532,9,7,19,0,3,2,46.22906944,-119.250925,1,0,1
28533,2,6,18,0,3,2,35.35248889,-89.92235556,1,0,1
28534,11,2,21,0,3,2,34.06061111,-118.28420278,1,0,1
28535,11,4,2,0,2,2,33.6471,-84.26378611,1,0,1
28536,5,6,3,0,2,2,33.40811389,-112.18954167,1,0,1
28537,3,2,21,0,2,2,33.37728333,-112.21662222,1,0,1
28538,1,7,18,0,3,2,37.941025,-122.02718611,1,0,1
28539,7,1,0,0,3,2,33.75242778,-117.92018056,1,0,1
28540,10,1,19,0,3,2,33.77971667,-116.97189167,1,0,1
28541,5,7,2,0,3,2,33.49019444,-112.15162778,1,0,1
28542,6,6,22,0,3,2,38.5162,-121.52030556,1,0,1
28543,1,7,20,0,3,2,33.58191944,-112.15350556,1,0,1
28544,5,2,5,0,3,2,33.46594722,-112.14291111,1,0,1
28545,10,5,19,0,3,2,33.52392222,-112.13835278,1,0,1
28546,1,5,17,0,3,2,37.02057778,-121.58652222,1,0,1
28547,7,7,23,0,3,2,33.73823056,-117.92868333,1,0,1
28548,3,7,20,0,2,2,33.95904722,-116.50131667,1,0,1
28549,7,1,0,0,2,2,36.75054444,-119.75536944,1,1,1
28550,8,5,22,0,3,2,34.06272222,-118.05929722,1,0,1
28551,7,2,5,0,4,2,39.92741111,-82.83131111,1,0,1
28552,12,3,17,0,3,2,33.92717778,-116.91177222,1,0,1
28553,12,7,17,0,3,2,34.06310278,-117.277075,1,0,1
28554,7,4,6,0,1,2,41.77341389,-87.57891944,1,0,1
28555,12,7,0,0,3,2,37.68908889,-120.99367778,1,0,1
28556,9,3,8,0,1,2,35.144575,-89.91591944,1,0,1
28557,11,1,20,0,2,2,34.09774444,-84.00124722,1,1,1
28558,9,7,5,0,4,2,34.12135278,-117.29003056,1,0,1
28559,5,5,14,0,1,2,34.26438056,-118.78890833,1,0,1
28560,1,3,7,0,1,2,33.39224722,-112.06868333,1,0,1
28561,8,4,18,0,1,2,34.06486667,-118.35751667,1,0,1
28562,8,4,23,0,2,2,33.64441944,-84.52183056,1,1,1
28563,11,3,16,0,1,2,40.51467222,-112.02381667,1,0,1
28564,8,3,5,0,2,2,30.46700556,-89.06958611,1,0,1
28565,9,6,2,0,3,2,33.88831389,-117.23149722,1,0,1
28566,9,6,20,0,2,2,47.25546111,-122.5252,1,0,1
28567,8,5,21,0,2,2,34.09206389,-118.22858889,1,0,1
28568,12,6,20,0,2,2,38.68561111,-90.28047222,1,0,1
28569,6,6,21,0,2,2,46.37502778,-120.32611389,1,0,1
28570,3,6,7,0,1,2,36.77192778,-119.843425,1,0,1
28571,7,7,20,0,5,2,37.69079167,-121.01252778,1,0,1
28572,3,5,19,0,2,2,33.04454444,-112.02834722,1,0,1
28573,10,2,20,0,2,2,35.18035,-106.6876,1,0,1
28574,2,3,6,0,2,2,42.05526667,-87.78492222,1,0,1
28575,4,4,2,0,3,2,33.71256944,-117.8854,1,0,1
28576,2,6,22,0,3,2,35.15044722,-90.05167778,1,0,1
28577,6,1,2,0,3,2,33.88355833,-118.15133611,1,0,2
28578,6,1,1,0,3,2,40.87728611,-73.866175,1,0,1
28579,11,4,22,0,2,2,41.53827222,-90.56299444,1,0,1
28580,9,2,19,0,3,2,33.19271389,-117.23135278,1,0,1
28581,10,1,2,0,3,2,39.78178889,-86.03774444,1,0,1
28582,6,4,22,0,3,2,34.22409167,-118.36090556,1,0,1
28583,11,2,21,0,3,2,39.79813056,-86.15909167,1,0,1
28584,1,5,6,0,3,2,35.00606667,-89.93675833,1,0,1
28585,2,7,23,0,3,2,41.77025556,-87.88670278,1,0,1
28586,3,3,5,0,3,2,33.63386389,-84.35823889,1,0,1
28587,8,6,20,0,3,2,37.33674444,-121.85764722,1,0,1
28588,8,6,20,0,3,2,33.22607222,-117.22612778,1,0,1
28589,11,2,17,0,3,2,35.10786667,-106.65858611,1,0,1
28590,11,7,22,0,3,2,37.69692778,-121.01263611,1,0,1
28591,5,7,20,0,3,2,33.79148333,-118.16765278,1,0,1
28592,3,6,21,0,2,2,32.76971944,-108.27645,1,0,1
28593,11,4,18,0,3,2,39.53286944,-119.81256944,1,0,1
28594,7,7,2,0,3,2,33.636,-117.92205833,1,0,1
28595,2,6,5,0,3,2,34.08255,-118.30046111,1,0,1
28596,2,7,23,0,3,2,33.93910556,-117.93900556,1,0,1
28597,2,2,18,0,2,2,33.80135,-116.53624167,1,0,1
28598,12,4,17,0,3,2,34.11965833,-118.178425,1,0,1
28599,12,6,18,0,3,2,33.39277778,-112.04550833,1,0,1
28600,2,7,19,0,3,2,35.08177222,-106.577425,1,0,1
28601,4,4,20,0,3,2,36.14791389,-95.97730833,1,1,1
28602,8,7,20,0,3,2,41.85129722,-87.73852778,1,0,1
28603,12,7,17,0,3,2,41.51603056,-87.25895278,1,0,1
28604,10,7,18,0,5,2,41.43653611,-81.59108889,1,0,2
28605,5,3,0,0,3,2,33.717925,-84.10814722,1,0,1
28606,6,2,20,0,3,2,33.40781667,-111.64801389,1,0,1
28607,2,7,21,0,3,2,33.317025,-111.98043611,1,0,1
28608,12,4,23,0,3,2,34.11214167,-118.24882778,1,0,1
28609,2,4,20,0,3,2,42.49276389,-83.08517222,1,0,1
28610,4,3,10,0,1,2,32.8478,-97.23860556,1,1,1
28611,10,5,20,0,3,1,35.11506667,-77.072125,1,0,1
28612,12,2,17,0,3,2,35.33226944,-78.67606111,1,1,1
28613,12,2,10,0,1,2,29.57763056,-98.49946111,1,0,1
28614,4,2,19,0,1,2,35.34894722,-81.88021389,1,0,1
28615,8,6,5,0,3,2,42.43475,-82.99475278,1,0,1
28616,11,4,1,0,2,2,32.66195556,-96.88311111,1,0,1
28617,1,5,14,0,1,2,30.23164444,-97.71730556,1,0,1
28618,1,7,21,0,3,2,33.44373056,-112.34964722,1,0,1
